clean_text,label
produk bagus pengiriman cepat order senin hari selasa udah langsung sampai,POS
daa bes olshop pengiriman walau gada gojek bisa di gojekin sendiri fast respon mau terima keluhan dri konsumen barang sampai dengan muluss trima kasih,NET
barang ok packing ok,NET
penjual responya cepat cepat sampai product ajib,POS
i like it thankyu kak,NET
produk jam bagus banget semoga kuat dan awet sip cuma box jam nya standart kalah dengan merek lain yang lebih lux,POS
barang diterima dengan baik jamnya bagus banget saya suka pengiriman cepat packingnya dijamin cuman belum dapat dipastikan orinya sejauh ini mesin tidak ada masalah cuman strap kulitnya keliatan kulit palsu mudah2an ori dan garansinya benar 2 tahun,POS
produk ori pengiriman cepat dan rapi rekomendasi sellers,POS
jos lah mantap,NET
ori si pp,NET
dibagian strapcada lecet dikit,NET
pesanan sdh sampe kualitas barang ok semoga awet,POS
barang ssai pesanan respon cepat,POS
terima kasih banyak barang sampai dengan selamat mudah2an awet,NET
bagus dan pengiriman cepat,POS
barang datang dengan selamat wal 39 afiat gan,NET
bagus sering sering aja diskon,POS
barang bagus ori fast respon,POS
mantaapps cepat pengiriman barang nya,POS
produk sesuai deskripsi pengiriman cepat barang ori,POS
mantab barang mendarat dengat selamat dan oke abis nuhun gan,POS
barang sip amp mantap respon cepat terima kasih,POS
barang udah terima selasa malam order minggu sore barang kelihatan ori tali jam kelihatan asli kulit mdhan awet mksh,NET
barang sudah diterima terima kasih bos,NET
bagu s,NET
sangat bagus barangnya apalagi ada flash sale thankyou,POS
suka bangeett sama jam tangan nya,NET
fast respon barang tidak mengecewakan next order lagi disini hehehe,NET
terima kasih barang di terima dengan baik,POS
kerenn beudz sesuai gambar mntp lah,POS
ok sesuai yang ditawarkan,POS
produk bagus pengiriman cepat cuma saran kalau jam cowok baiknya dikasih kotak berwarna gelap netral soalnya saya dapet kotak warna shocking pink padahal buat kado 34,POS
produk sesuai dengan yang diharapkan dan berfungsi dengan saat baik akan tetapi merk yang saya beli tidak ada ada detailnya di buku panduan yang saya dapat,POS
thanks gan so far puas dengan produknya,POS
biarkan bintang yg berbicara,NET
kualitas bagus packing rapi pelayanan cepat,POS
pengiriman lambat slow respon kurang puas barang china kartu garansi kurang meyakinkan,NEG
fast respone tp pengiriman nya agak lambat barang bagus dan semoga original ya karna kita tidak bs mengecek ini asli apa tidak dan buku garansi gabung dengan buku manual nya dan bahasa nya entah bahasa apa tidak bisa di mengerti kalau original pasti bakalan jadi langganan karna harga nya benar2 bersaing sama yg lain tq,POS
produk ori habis scan barcode juga fast respond dan admin nya sgt membantu,NET
puas dan happy banget aseli sesuai sama yang saya mau pokoknya recommend banget dan tidak pikir 2 kali untuk order lagi,POS
barang sesuai harga murah pengiriman cepat thanks,POS
lihat di website resmi fossil seri fs4991 ini dibanderol senilai 145 so this is best value for money i m so excited with this gorgeous product thanks luxolite,NET
rekomendasi harga murah kualitas joss jam udah di tangan ane dengan selamat,POS
mantab bro ampe sekarang blum setting chrono nya bisa bri tahu settingannya bro tks,NET
respon cepat dan barangnya bagus,POS
produk ori lengkap dgn box tag dan warranty card packing rapi,POS
produk sesuai deskripsi,POS
produk sesuai deskripsi suka,POS
nice quality as described,NET
pengiriman cepat barang sesuai dan orisinil thanks,POS
barang sangat baik dan sesuai deskripsi,POS
pesan kemarin hari ini sampai seller mantap tks bantuannya,POS
memuaskan thank you,NET
barang yg diterima bagus sesuai pesanan tapi saat pembelian saya nambahin biaya untuk asuransi tp di jne nya trnyata biaya asuransi dicoret dan ini mmg tidak ada garansi tokonya ya,POS
pesanan ke 2 tetap memuaskan seller responsif pengiriman cepat packing aman mantapp,POS
bagus packing rapi amp kirimnya cepat,POS
keren diatas ekspetasi,NET
as describes thanks,NET
pengiriman cepat respon cepat dan barang memuaskan,POS
barangnya original mantab,POS
baguss tadinya sempet bingung cara ngatur jarum jamnya tp ternyata ada di buku petunjuk hanya packing luar kurang rapat,NEG
biarlah bintang yg bicara ya tq,NET
puas sama harga dan kualitas,POS
manstabh biarkan bintang bicara,NET
packing dan kualitas produk sangat oke next time pengin order dsini lagi,POS
mantap semoga awet dan bisa beli lagi,POS
mantab anjg keren bet lahh,NET
bagus jamnya terima kasih btw ini ada garansinya,POS
thank u sudah terima semoga ori ya,NET
super fast process from seller great product,NET
barangnya sesuai gambar,POS
thank you responnya cepat banget dan baca ada review yg blg ini tidak ori tidak ngerti sih tidak orinya dimana hehe karena ini aku udah liat kok original di jamin dapet garansi juga lagian tokopedia tidak mungkin jadiin authorized kalo barangnya engga original punya,POS
bagus cepqt sampai packing aman,POS
sesuai gambar disc real emang jd murah ditunggu dics lbh murah lg supaya bisa order,POS
sesuai pesanan bagus dan pengiriman nya cepat,POS
barang bagus scr design dan warna tp kenapa date nya kurang otomatis y pertama kali pakai sy harus manual kan date sampai 3hr trus jalan lg normal hari ini sama lagi date nya tidak jalan otomatis ini benar asli kan apa cara kerja nya mmg spt itu or bgmn lalu warna biru nya sdh mulai kelihatan pudar disisi bawah baru sy pakai 2 minggu kok cepat skl saya beli jam tgn 600rb baru pudar 2th stlh pemakaian tolong bs dijelaskan biar bintang nnt bs kembali berbicara utk anda bisa claim garansi ke toko anda krn harga jam ini mahal shrsnya sesuai dgn kualitas thank,POS
barang sesuai deskripsi dan pengiriman cepat rekomendasi seller sukses terus lapakny gan,POS
packing bagus jam aman terlindungi dengan full wrap pada unitnya dan yang jelas sudah dipastikan barang original namun kenapa tidak diasuransikan padahal saya membayar untuk biaya asuransinya,POS
packing rapi fast respon barang sesuai deakripsi,POS
produk sudah diterima dalam keadaan baik barang asli original pengiriman cepat dan packing kuat terima kasih,POS
barang sampai dengan selamat sesuai deskripsi pengiriman cepat,POS
pelayanan bagus respon cepat mudah mudahan awet barangnya semoga original juga karena sy kurang tahu ciri ciri barangnya original,POS
udah diterima suka,NET
produk dan packaging baik pengiriman cepat tks,POS
barang sesuai deskripsi fast respons seller,POS
tadi saya langsung ke urban icon store di senayan city untuk cek originalitas dan minta potongin rantai hasilnya jamnya original dan dipotonginnya gratis mantap,POS
barang yg diterima sesuai pesanan,POS
thanks gan barang bagus dan pengiriman cepat mantap,POS
promo dari luxolite keren abis di tunggu promo berikutnya,NET
terimakasih banyak barang sudah sampai proses cepat,POS
sesuai pesanan terima kasih,POS
thanks jamnya uda sampai dan sesuai keterangan barannya ori,POS
produk terjamin pelayanan baik,POS
terima kasih insyaallah ori tengkyu sering2 diskon yaa,NET
produk sesuai paket rapi dan remommended,POS
bagus packing baik cepat sampai tks,POS
produk mantab respon seller baik pengiriman cepat terima kasih,POS
produk ok banget dpt case asli kartu garansi dan msh terbungkus rapi,POS
barang sesuai packing rapi,POS
kondisi baik amp dibungkus rapih amp aman,POS
barang ok sesuai gambar packing rapi,POS
mantab gan buat kado cewe ane murah,POS
sip pokok e matur nuwun sanget,NET
produk cantik harga amp diskon lumayan,NET
sesuai dengan gambar pengiriman cepat menggunakan instan,POS
pengiriman lama dan respon penjual lama bahkan tidak direspon sama sekali,NEG
packing rapi tag amp buku lengkap ada stempel garansinya,POS
barang bagus pengiriman cepat packing juga mantap,POS
jam nya sudah sampai dengan baik packing juga baik,POS
trims,NET
label jam tangan terlihat seperti tidak asli ini produk original atau kw ya mohon konfirmasinya,POS
jam tangannya cantik original packing aman lengkap dengan case tag harga dan buku garansi yg sudah di cap dapat harga flash sale lagi tq hanya dr jne tidak seperti biasa jne yes seller kirim sabtu senin blm dtg tp penantian sudah terbayar saat lihat jamnya,POS
jam sudah sampai dan berfungsi dengan benar ada kartu garansinya juga cukup baik,POS
barang sesuai pengiriman cepat thx,POS
barang asli tp jam nya suka error tanggal berubah2 sendiri trs dan angka jam nya jg berubah2 trs,NET
amat sangat mengecewakan saya batalkan pembelian dikarenakan salah kirim dan juga diminta menunggu untuk retur barang karena stok kosong respon penjual dalam penyelesain retur barang amat sangat lambat,NEG
good looking watch affordable price,NET
barang nya sudah di terima packing rapi barang bagus semoga awet,POS
jam nya sdh sampai semoga awet,NET
packing baik semoga bisa tahan lama,NET
produk ori lengkap dgn box tag dan warranty card packing rapi,POS
produk kriginal dan responsif,NET
sesuai deskripsi packing rapii,POS
ketiga kalinya beli dsini cm yg ini kalengnya agak penyok dikit,NET
barang original pengiriman cepat recommend seller,POS
respons sih oke cuma sayang waktu itu sebelum di kirim tgl 30 sya sdh chat supaya di setting jam dan tanggal dengan benar ternyata sampai tgl 31 sampe di lihat tanggalan di jam nya tgl 28 payah dah harus belajar setting tanggal dan waktu deh pke buku panduan,POS
warnanya strap nya lebih pudar dari gambar produk yang diberika selebihnya bagus bagus saja,POS
produk original realpict lengkap buku garansi bercap toko packing bagus pengiriman pun sangat cepat sangat memuaskan trusted seller,POS
sudah kesekian kali beli di sini tetap memuaskan produk original sesuai deskripsi,POS
sesuai foto bagus,POS
barang sampai di tangan saya 45 menit setelah pesanan masuk best service,NET
bagus,POS
barang bagus lah pokok nya,POS
bagus jam nya sesuai gambar keasliannya in shaa allah dijamin,POS
respon cepat barang sesuai deskripsi,POS
barang mantap respon klw chat jg cepat di buku ptunjuk ada bahasa indonesia nya jg next ane order lg dsni buat kado ultah nyokap gan,POS
setelah 3 hari jam nya rusak terkadang dia jalan terkadang mati sendiri tolong bantuannya agar jam tsb di tukar krn tidak sesuai dengan harapan saya,NEG
mantap barang datang dan memuaskan,POS
pengiriman cepat barang ori sesuai deskripsi,POS
memuaskan hasilnya ya walaupun respon penjualnya agak lamban but that 39 s all layak it lah ama kualitas barangnya,POS
good price for flash sale fast response,NET
mantap gan barang bagus fast respon sallernya lanjutkan gan,POS
kurang puas dengan leathernya terlihat sudah lama kusam dan kerutan,NEG
produknya sesuai perkiraan pengirimannya pun cepat well rekomendasi,POS
mantaapp la h,NET
mantap udah sampai barangnyaa thankyou ya,POS
adminnya pasti sibuk banget gara gara flash deal ini tapi pelayanan cukup baik barang ori dikasih bubble wrap pula jadi kondisi barang aman sering sering ya diskon semurah ini,POS
barang sesuai pesanan,POS
good quality and original,POS
jam yang diidam2kan akhirnya dapat juga luxolite kasih diskon flash sale yang oke pula barang ori berfungsi dengan baik semoga awet jam nya,POS
terima kasih produk sesuai deskripsi,POS
service cepat best deal btw kacanya cembung jd makin sip barangnya thanks,POS
oke,POS
belum 1 bulan udah rusak dikira abis baterai tapi ternyata baterai masih full pas cek ke toko jam ternyata sebelumnya udah pernah dibongkar dan ada karet yg lepas,NEG
terima kasih barang bagus,POS
packing rapi oke barang oke punya sayang datangnya agak lama mungkin karena mendekati lebaran jadi overload overall ok thx u,POS
ternyata barangnya bagus dan respon penjual sangat baik recommend banget deh nih tempat,POS
barang ori 100,NET
barangnya sampai di tangan saya setelah 2 hari setelah order packingnya cukup rapi kelengkapannya sudah lengkap kotak manual book amp garansi jam tangan kualitasnya bagus bintang 5 namun untuk tanya tanya sebelum order lebih mudah via whatsapp karena chat via tokopedia tidak ditanggapi,POS
kualitas ajib sempat ragu pas order tidak ditanggepin mungkin admin sibuk kali yah dapat harga miring banget dibanding tetangga sebelah apalagi harah mall sukses selalu service kepelanggan semakin di tingkatkan,POS
100 original,POS
kalo bicara kualits emng bagus tapi kalo pelayanan agak kurang memuaskan respon ke customernya lelet,NET
manta p pengirimana cepat dan barang sesuai dgn gambar,POS
sip paket rapi dan cepat sampai,POS
terima kasih barang sudah sampai,NET
barang sesuai dengan gambar dan deskripsi overall oke packaging rapi,POS
sukak dengan jam nya packing rapi respon cepat,POS
mantap packing aman produk sesuai,POS
pelayanan kurang dari 1 jam lohh the best deh,NEG
barang bagus pengiriman cepat dan respon penjual juga cepat terimakasih gan,POS
bagus jamnya cocok buat kasual pengiriman dengan gojek ke tangerang sejam nyampe,POS
sesuai dg penawaran txs,POS
makasih ya udah pake instant courier cpt banget original mau tanya nanti garansi berapa lama dan klaim bisa ke fossil apa gimana ya,NEG
topmarkotop josmarkojos,NET
barang bagus,POS
barang ori pengiriman sesuai 1 hari dapat cashback pula terima kasih luxolite,POS
barang bagus pengiriman cepat rekom seller,POS
mantap barang ori packing sangat aman dan pengiriman cepat sekali,POS
packaging bagus sehingga barang terjaga respon termasuk cepat sangat direkomendasikan,POS
jamnya bagus simpel tp cukup elegan saya suka modelnya pengiriman cepat,POS
cakep sesuai pesanan rekomen bangetss,POS
sama persis dgn foto dan diskripsi packingnya jg rapi barang ori recommended,POS
suka barangnya bagus penjual ramah pengiriman cpt good job pertahankan terus,POS
barang sangat baik dan sesuai deskripsi,POS
chrono hanya aktif selama 1 jam packing baik dan sudah dapet box fossil nya pelayanan cepat dan terpercaya,POS
barangny sudah smpai sesuai dgn pesanan terima kasih,POS
barang mantap betul packing rapi dan delivery uncomplicated,POS
barang bagus seller responsif pengiriman cepat makasi ya,POS
barangnya ori sama persis sama yg di store fossil rekomendasi banget beli disini klo di fossilnya langsung tidak ada diskon2an mantab,POS
pengiriman cepat rapi dan barang diterima dengan baik kualitas barang bagus sesuai,POS
mantaapp packing rapi h jam sesuai pesanan recommended,POS
good quality original fashionable ada garansi juga,POS
top sesuai deskripsi thx seller,NET
produk keren dan kotaknya lucu respond oenjual super cepat beli hari ini malem kirim besok sudah sampai tujuan wkwk mantap pokoknya,POS
respon dan packing sgt baik namun agak kecewa karena tnyt mesin china bukan jepang jdi kurang percaya ini ori,NEG
ukuran dan warna sesuai pesanan harga murah dibanding saller yg lain produk original semoga awet,POS
